molecule,smiles,Erel_eV,
hc_c38h20_0pent_1387,c1ccc2cc3c(ccc4c3cc3ccc5ccc6c7ccccc7c7cccc8c4c3c5c6c78)cc2c1,0.461,
hc_c38h20_0pent_1388,c1ccc2cc3c(ccc4c3cc3ccc5ccc6ccc7c8ccccc8cc8c7c6c5c3c48)cc2c1,0.526,
hc_c38h20_0pent_1389,c1ccc2cc3c(ccc4c3cc3ccc5ccc6ccc7cc8ccccc8c8c7c6c5c3c48)cc2c1,0.775,
hc_c38h20_0pent_1390,c1ccc2cc3c(cc2c1)c1ccccc1c1c3cc2ccc3ccc4ccc5cccc6c5c4c3c2c61,0.578,
hc_c38h20_0pent_1391,c1ccc2c(c1)ccc1cc3c(ccc4c3cc3ccc5ccc6ccc7cccc8c7c6c5c3c48)cc12,0.387,
hc_c38h20_0pent_1392,c1ccc2cc3cc4c(ccc5c4cc4ccc6ccc7ccc8cccc9c8c7c6c4c59)cc3cc2c1,0.756,
hc_c38h20_0pent_1393,c1ccc2c(c1)ccc1cc3ccc4c(cc5ccc6ccc7ccc8cccc9c8c7c6c5c49)c3cc12,0.396,
hc_c38h20_0pent_1394,c1ccc2c(c1)ccc1ccc3c(cc4ccc5ccc6ccc7cc8ccccc8c8c7c6c5c4c38)c12,1.007,
hc_c38h20_0pent_1395,c1ccc2c(c1)ccc1c3ccccc3c3c(cc4ccc5ccc6ccc7cccc8c7c6c5c4c83)c21,0.84,
hc_c38h20_0pent_1396,c1ccc2c(c1)ccc1c2ccc2ccc3c(cc4ccc5ccc6ccc7cccc8c7c6c5c4c38)c21,0.71,
hc_c38h20_0pent_1397,c1ccc2cc3c(ccc4ccc5c(cc6ccc7ccc8ccc9cccc%10c9c8c7c6c5%10)c43)cc2c1,0.869,
hc_c38h20_0pent_1398,c1ccc2c(c1)ccc1ccc3ccc4c(cc5ccc6ccc7ccc8cccc9c8c7c6c5c49)c3c12,0.859,
hc_c38h20_0pent_1399,c1ccc2c(c1)ccc1ccc3cc4ccc5ccc6ccc7cc8ccccc8c8c7c6c5c4c8c3c12,0.816,
hc_c38h20_0pent_1400,c1ccc2c(c1)ccc1cc3ccc4ccc5ccc6cc7ccc8ccccc8c7c7c6c5c4c3c7c12,0.769,
hc_c38h20_0pent_1401,c1ccc2c(c1)cc1c3cc4c(ccc5ccc6ccccc6c54)c4ccc5ccc6ccc2c1c6c5c43,0.323,
hc_c38h20_0pent_1402,c1ccc2c(c1)ccc1c2ccc2c1cc1c3cc4ccccc4c4ccc5ccc6ccc2c1c6c5c43,0.12,
hc_c38h20_0pent_1403,c1ccc2c(c1)cc1c3cc4c5ccccc5c5ccccc5c4c4ccc5ccc6ccc2c1c6c5c34,0.314,
hc_c38h20_0pent_1404,c1ccc2c(c1)ccc1c2cc2c3cc4ccccc4c4ccc5ccc6c7ccccc7c1c2c6c5c43,0.362,
hc_c38h20_0pent_1405,c1ccc2c(c1)ccc1c2cc2c3cc4ccc5ccccc5c4c4ccc5ccc6ccc1c2c6c5c34,0.317,
hc_c38h20_0pent_1406,c1ccc2c(c1)ccc1c2cc2c3cc4c5ccccc5ccc4c4ccc5ccc6ccc1c2c6c5c43,0.077,
hc_c38h20_0pent_1407,c1ccc2c(c1)ccc1cc3c4cc5ccc6ccccc6c5c5ccc6ccc7ccc(c12)c3c7c6c45,0.547,
hc_c38h20_0pent_1408,c1ccc2c(c1)ccc1c2ccc2cc3c4cc5ccccc5c5ccc6ccc7ccc(c21)c3c7c6c54,0.349,
hc_c38h20_0pent_1409,c1ccc2c(c1)cc1c3cc4ccc5ccc6ccccc6c5c4c4ccc5ccc6ccc2c1c6c5c34,0.49,
hc_c38h20_0pent_1410,c1ccc2c(c1)cc1c3c2ccc2ccc4ccc5cc6c(ccc7ccc8ccccc8c76)c1c5c4c23,0.748,
hc_c38h20_0pent_1411,c1ccc2c(c1)ccc1c2ccc2c1cc1ccc3ccc4ccc5c6ccccc6cc6c5c4c3c1c26,0.421,
hc_c38h20_0pent_1412,c1ccc2c(c1)cc1c3c2ccc2ccc4ccc5cc6c7ccccc7c7ccccc7c6c1c5c4c23,0.51,
hc_c38h20_0pent_1413,c1ccc2c(c1)ccc1c2cc2c3c4ccc5ccccc5c4cc4ccc5ccc6ccc1c2c6c5c43,0.352,
hc_c38h20_0pent_1414,c1ccc2c(c1)ccc1c2cc2ccc3ccc4ccc5c6c(ccc7ccccc76)cc6c1c2c3c4c56,0.684,
hc_c38h20_0pent_1415,c1ccc2c(c1)ccc1c2ccc2cc3ccc4ccc5ccc6c7ccccc7cc7c6c5c4c3c7c21,0.585,
hc_c38h20_0pent_1416,c1ccc2c(c1)cc1c3c2ccc2ccc4ccc5cc6ccc7ccc8ccccc8c7c6c1c5c4c23,0.64,
hc_c38h20_0pent_1417,c1ccc2c(c1)ccc1ccc3ccc4c(cc5c6cccc7ccc8ccc9ccc4c5c9c8c76)c3c12,0.401,
hc_c38h20_0pent_1418,c1ccc2cc3c(ccc4ccc5c(cc6c7cccc8ccc9ccc%10ccc5c6c%10c9c87)c43)cc2c1,0.426,
hc_c38h20_0pent_1419,c1ccc2c(c1)ccc1c2ccc2ccc3c(cc4c5cccc6ccc7ccc8ccc3c4c8c7c65)c21,0.28,
hc_c38h20_0pent_1420,c1ccc2c(c1)ccc1cc3ccc4c(cc5c6cccc7ccc8ccc9ccc4c5c9c8c76)c3cc12,0.102,
hc_c38h20_0pent_1421,c1ccc2cc3cc4c(ccc5c4cc4c6cccc7ccc8ccc9ccc5c4c9c8c76)cc3cc2c1,0.493,
hc_c38h20_0pent_1422,c1ccc2c(c1)ccc1cc3c(ccc4c3cc3c5cccc6ccc7ccc8ccc4c3c8c7c65)cc12,0.101,
hc_c38h20_0pent_1423,c1ccc2cc3c(cc2c1)c1ccccc1c1c3cc2c3cccc4ccc5ccc6ccc1c2c6c5c43,0.382,
hc_c38h20_0pent_1424,c1ccc2cc3c(ccc4c3cc3c5cccc6ccc7ccc8c9ccccc9c4c3c8c7c65)cc2c1,0.444,
hc_c38h20_0pent_1425,c1ccc2cc3c(ccc4c3cc3c5cccc6ccc7c8ccccc8c8ccc4c3c8c7c65)cc2c1,0.289,
hc_c38h20_0pent_1426,c1ccc2cc3c(ccc4c3cc3c5cccc6c7ccccc7c7ccc8ccc4c3c8c7c65)cc2c1,0.206,
hc_c38h20_0pent_1427,c1ccc2cc3c(ccc4c3cc3c5cc6ccccc6c6ccc7ccc8ccc4c3c8c7c65)cc2c1,0.26,
hc_c38h20_0pent_1428,c1ccc2cc3c(ccc4c3cc3c5c6ccccc6cc6ccc7ccc8ccc4c3c8c7c65)cc2c1,0.582,
hc_c38h20_0pent_1429,c1ccc2c(c1)ccc1c3cc4c5cccc6ccc7ccc8ccc(c3c3ccccc3c21)c4c8c7c65,0.48,
hc_c38h20_0pent_1430,c1ccc2c(c1)ccc1c2ccc2c1cc1c3cccc4ccc5ccc6c7ccccc7c2c1c6c5c43,0.316,
hc_c38h20_0pent_1431,c1ccc2c(c1)ccc1c2ccc2c1cc1c3c4ccccc4cc4ccc5ccc6ccc2c1c6c5c43,0.443,
hc_c38h20_0pent_1432,c1ccc2c(c1)c1ccccc1c1c2ccc2c1cc1c3cccc4ccc5ccc6ccc2c1c6c5c43,0.279,
hc_c38h20_0pent_1433,c1ccc2c(c1)ccc1c2ccc2c1ccc1c2cc2c3cccc4ccc5ccc6ccc1c2c6c5c43,0.07,
hc_c38h20_0pent_1434,c1ccc2cc3c(ccc4c3ccc3c4cc4c5cccc6ccc7ccc8ccc3c4c8c7c65)cc2c1,0.239,
hc_c38h20_0pent_1435,c1ccc2c(c1)ccc1ccc3c4cc5c6cccc7ccc8ccc9ccc(c4ccc3c12)c5c9c8c76,0.306,
hc_c38h20_0pent_1436,c1ccc2c(c1)cc1ccc3ccc4ccc5c6c7ccccc7c7ccccc7c6cc6c2c1c3c4c56,0.724,
hc_c38h20_0pent_1437,c1ccc2c(c1)ccc1c3ccccc3c3c(cc4c5cccc6ccc7ccc8ccc3c4c8c7c65)c21,0.552,
hc_c38h20_0pent_1438,c1ccc2c(c1)ccc1c2c2ccccc2c2cc3c4cccc5ccc6ccc7ccc(c21)c3c7c6c54,0.576,
hc_c38h20_0pent_1439,c1ccc2c(c1)ccc1c3ccccc3c3cc4c5cccc6ccc7ccc8ccc(c3c21)c4c8c7c65,0.446,
hc_c38h20_0pent_1440,c1ccc2c(c1)ccc1c2cc2c3cccc4ccc5ccc6c7ccc8ccccc8c7c1c2c6c5c43,0.475,
hc_c38h20_0pent_1441,c1ccc2c(c1)ccc1c2cc2c3cccc4ccc5ccc6c7c8ccccc8ccc7c1c2c6c5c43,0.583,
hc_c38h20_0pent_1442,c1ccc2c(c1)ccc1c2cc2c3c4ccccc4cc4ccc5ccc6c7ccccc7c1c2c6c5c43,0.728,
hc_c38h20_0pent_1443,c1ccc2c(c1)ccc1ccc3c(cc4c5cccc6ccc7ccc8c9ccccc9c3c4c8c7c65)c12,0.488,
hc_c38h20_0pent_1444,c1ccc2c(c1)c1ccccc1c1c2cc2c3cccc4ccc5ccc6c7ccccc7c1c2c6c5c43,0.407,
hc_c38h20_0pent_1445,c1ccc2c(c1)ccc1ccc3c(cc4c5c6ccccc6cc6ccc7ccc8ccc3c4c8c7c65)c12,0.653,
hc_c38h20_0pent_1446,c1ccc2c(c1)ccc1c2cc2c3c1ccc1ccc4ccc5cc6ccc7ccccc7c6c2c5c4c13,0.512,
hc_c38h20_0pent_1447,c1ccc2cc3c(cc2c1)cc1c2cccc4ccc5ccc6c7ccc8ccccc8c7c3c1c6c5c42,0.726,
hc_c38h20_0pent_1448,c1ccc2cc3c(cc2c1)cc1c2cccc4ccc5ccc6c7c8ccccc8ccc7c3c1c6c5c42,0.814,
hc_c38h20_0pent_1449,c1ccc2cc3c(cc2c1)cc1c2c4ccccc4cc4ccc5ccc6c7ccccc7c3c1c6c5c42,0.908,
hc_c38h20_0pent_1450,c1ccc2cc3c(cc2c1)cc1c2cccc4ccc5c6ccc7ccccc7c6c6ccc3c1c6c5c42,0.591,
hc_c38h20_0pent_1451,c1ccc2cc3c(cc2c1)cc1c2cccc4ccc5c6c7ccccc7ccc6c6ccc3c1c6c5c42,0.595,
hc_c38h20_0pent_1452,c1ccc2cc3c(cc2c1)cc1c2cccc4c5ccccc5c5c6ccccc6c6ccc3c1c6c5c42,0.572,
hc_c38h20_0pent_1453,c1ccc2cc3c(cc2c1)cc1c2c4ccccc4cc4ccc5c6ccccc6c6ccc3c1c6c5c42,0.735,
hc_c38h20_0pent_1454,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2cccc4ccc5c6ccccc6c6ccc3c1c6c5c42,0.199,
hc_c38h20_0pent_1455,c1ccc2c(c1)ccc1cc3cc4c5cccc6ccc7c8ccccc8c8ccc(c3cc12)c4c8c7c65,0.21,
hc_c38h20_0pent_1456,c1ccc2cc3c(cc2c1)cc1c2cccc4ccc5c6ccccc6c6c7ccccc7c3c1c6c5c42,1.027,
hc_c38h20_0pent_1457,c1ccc2cc3c(cc2c1)cc1c2cccc4c5ccc6ccccc6c5c5ccc6ccc3c1c6c5c42,0.553,
hc_c38h20_0pent_1458,c1ccc2cc3c(cc2c1)cc1c2cccc4c5c6ccccc6ccc5c5ccc6ccc3c1c6c5c24,0.556,
hc_c38h20_0pent_1459,c1ccc2cc3c(cc2c1)cc1c2cc4ccccc4c4c5ccccc5c5ccc6ccc3c1c6c5c24,0.596,
hc_c38h20_0pent_1460,c1ccc2cc3c(cc2c1)cc1c2c3ccc3ccc4c5ccccc5c5cc6ccccc6c1c5c4c32,0.622,
hc_c38h20_0pent_1461,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2cccc4c5ccccc5c5ccc6ccc3c1c6c5c42,0.145,
hc_c38h20_0pent_1462,c1ccc2c(c1)ccc1cc3cc4c5cccc6c7ccccc7c7ccc8ccc(c3cc12)c4c8c7c65,0.154,
hc_c38h20_0pent_1463,c1ccc2cc3c(cc2c1)cc1c2cccc4c5ccccc5c5ccc6c7ccccc7c3c1c6c5c42,0.554,
hc_c38h20_0pent_1464,c1ccc2cc3c(cc2c1)cc1c2cc4ccc5ccccc5c4c4ccc5ccc6ccc3c1c6c5c24,0.523,
hc_c38h20_0pent_1465,c1ccc2cc3c(cc2c1)cc1c2cc4cc5ccccc5cc4c4ccc5ccc6ccc3c1c6c5c42,0.488,
hc_c38h20_0pent_1466,c1ccc2cc3c(cc2c1)cc1c2cc4c5ccccc5ccc4c4ccc5ccc6ccc3c1c6c5c42,0.286,
hc_c38h20_0pent_1467,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2cc4ccccc4c4ccc5ccc6ccc3c1c6c5c42,0.177,
hc_c38h20_0pent_1468,c1ccc2c(c1)ccc1cc3cc4c5cc6ccccc6c6ccc7ccc8ccc(c3cc12)c4c8c7c65,0.192,
hc_c38h20_0pent_1469,c1ccc2cc3c(cc2c1)cc1c2cc4ccccc4c4ccc5ccc6c7ccccc7c3c1c6c5c42,0.598,
hc_c38h20_0pent_1470,c1ccc2cc3c(cc2c1)cc1c2cc4ccccc4c4ccc5c6ccccc6c6ccc3c1c6c5c42,0.344,
hc_c38h20_0pent_1471,c1ccc2cc3c(cc2c1)cc1c2c3ccc3ccc4ccc5cc6c7ccccc7ccc6c1c5c4c32,0.585,
hc_c38h20_0pent_1472,c1ccc2cc3c(cc2c1)cc1c2c4cc5ccccc5cc4cc4ccc5ccc6ccc3c1c6c5c42,0.914,
hc_c38h20_0pent_1473,c1ccc2cc3c(cc2c1)cc1c2c3ccc3ccc4ccc5cc6ccc7ccccc7c6c1c5c4c32,0.771,
hc_c38h20_0pent_1474,c1ccc2c(c1)ccc1ccc3cc4c(cc3c12)cc1c2cccc3ccc5ccc6ccc4c1c6c5c32,0.406,
hc_c38h20_0pent_1475,c1ccc2cc3c(ccc4cc5c(cc43)cc3c4cccc6ccc7ccc8ccc5c3c8c7c64)cc2c1,0.258,
hc_c38h20_0pent_1476,c1ccc2c(c1)ccc1c3cc4cc5c6cccc7ccc8ccc9ccc(c4cc3ccc21)c5c9c8c76,0.186,
hc_c38h20_0pent_1477,c1ccc2c(c1)c1ccccc1c1cc3c(cc21)cc1c2cccc4ccc5ccc6ccc3c1c6c5c42,0.104,
hc_c38h20_0pent_1478,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2cccc4ccc5ccc6c7ccccc7c3c1c6c5c42,0.412,
hc_c38h20_0pent_1479,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2c4ccccc4cc4ccc5ccc6ccc3c1c6c5c42,0.537,
hc_c38h20_0pent_1480,c1ccc2cc3cc4c(cc3cc2c1)cc1c2cccc3ccc5ccc6c7ccccc7c4c1c6c5c32,0.854,
hc_c38h20_0pent_1481,c1ccc2cc3cc4c(cc3cc2c1)cc1c2cccc3ccc5c6ccccc6c6ccc4c1c6c5c32,0.616,
hc_c38h20_0pent_1482,c1ccc2cc3cc4c(cc3cc2c1)cc1c2cccc3c5ccccc5c5ccc6ccc4c1c6c5c32,0.58,
hc_c38h20_0pent_1483,c1ccc2cc3cc4c(cc3cc2c1)cc1c2cc3ccccc3c3ccc5ccc6ccc4c1c6c5c32,0.603,
hc_c38h20_0pent_1484,c1ccc2cc3cc4c(cc3cc2c1)cc1c2c3ccccc3cc3ccc5ccc6ccc4c1c6c5c32,0.966,
hc_c38h20_0pent_1485,c1ccc2c(c1)ccc1cc3cc4c(cc3cc12)cc1c2cccc3ccc5ccc6ccc4c1c6c5c32,0.4,
hc_c38h20_0pent_1487,c1ccc2c(c1)ccc1cc3cc4cc5c6cccc7ccc8ccc9ccc(c4cc3cc12)c5c9c8c76,0.399,
hc_c38h20_0pent_1488,c1ccc2c(c1)ccc1cc3cc4c5cccc6ccc7ccc8c9ccccc9c(c3cc12)c4c8c7c65,0.408,
hc_c38h20_0pent_1489,c1ccc2c(c1)ccc1cc3cc4c5c6ccccc6cc6ccc7ccc8ccc(c3cc12)c4c8c7c65,0.548,
hc_c38h20_0pent_1490,c1ccc2c(c1)ccc1c3cc4c(cc3ccc21)cc1c2cccc3ccc5ccc6ccc4c1c6c5c32,0.195,
hc_c38h20_0pent_1491,c1ccc2cc3c(ccc4cc5cc6c7cccc8ccc9ccc%10ccc(c5cc43)c6c%10c9c87)cc2c1,0.271,
hc_c38h20_0pent_1492,c1ccc2c(c1)ccc1ccc3cc4cc5c6cccc7ccc8ccc9ccc(c4cc3c12)c5c9c8c76,0.408,
hc_c38h20_0pent_1493,c1ccc2c(c1)ccc1ccc3cc4c5c6ccccc6cc6ccc7ccc8ccc(c3c12)c4c8c7c65,0.956,
hc_c38h20_0pent_1494,c1ccc2c(c1)ccc1cc3c4c(ccc5ccc6ccc7cc8ccc9ccccc9c8c3c7c6c54)c12,0.853,
hc_c38h20_0pent_1495,c1ccc2c(c1)ccc1ccc3c(ccc4cc5c6cccc7ccc8ccc9ccc(c43)c5c9c8c76)c12,0.64,
hc_c38h20_0pent_1496,c1ccc2cc3c(ccc4c3ccc3cc5c6cccc7ccc8ccc9ccc(c34)c5c9c8c76)cc2c1,0.483,
hc_c38h20_0pent_1497,c1ccc2c(c1)ccc1c2ccc2c1ccc1cc3c4cccc5ccc6ccc7ccc(c12)c3c7c6c54,0.298,
hc_c38h20_0pent_1498,c1ccc2c(c1)c1ccccc1c1c2ccc2cc3c4cccc5ccc6ccc7ccc(c21)c3c7c6c54,0.433,
hc_c38h20_0pent_1499,c1ccc2c(c1)ccc1c2ccc2cc3c4cccc5ccc6ccc7c8ccccc8c(c21)c3c7c6c54,0.463,
hc_c38h20_0pent_1500,c1ccc2c(c1)ccc1c2ccc2cc3c4cccc5ccc6c7ccccc7c7ccc(c21)c3c7c6c54,0.373,
hc_c38h20_0pent_1501,c1ccc2c(c1)ccc1c2ccc2cc3c4c5ccccc5cc5ccc6ccc7ccc(c21)c3c7c6c54,0.781,
hc_c38h20_0pent_1502,c1ccc2cc3c(ccc4cc5c6cccc7ccc8ccc9c%10ccccc%10c(c43)c5c9c8c76)cc2c1,0.594,
hc_c38h20_0pent_1503,c1ccc2cc3c(ccc4cc5c6cccc7ccc8c9ccccc9c9ccc(c43)c5c9c8c76)cc2c1,0.506,
hc_c38h20_0pent_1504,c1ccc2cc3c(ccc4cc5c6cccc7c8ccccc8c8ccc9ccc(c43)c5c9c8c76)cc2c1,0.424,
hc_c38h20_0pent_1505,c1ccc2cc3c(ccc4cc5c6cc7ccccc7c7ccc8ccc9ccc(c43)c5c9c8c76)cc2c1,0.481,
hc_c38h20_0pent_1506,c1ccc2cc3c(ccc4cc5c6c7ccccc7cc7ccc8ccc9ccc(c43)c5c9c8c76)cc2c1,0.891,
hc_c38h20_0pent_1507,c1ccc2cc3c(cc2c1)c1ccccc1c1cc2c4cccc5ccc6ccc7ccc(c31)c2c7c6c54,0.37,
hc_c38h20_0pent_1508,c1ccc2c(c1)ccc1cc3c(ccc4cc5c6cccc7ccc8ccc9ccc(c43)c5c9c8c76)cc12,0.315,
hc_c38h20_0pent_1509,c1ccc2cc3cc4c(ccc5cc6c7cccc8ccc9ccc%10ccc(c54)c6c%10c9c87)cc3cc2c1,0.696,
hc_c38h20_0pent_1510,c1ccc2c(c1)ccc1cc3ccc4cc5c6cccc7ccc8ccc9ccc(c4c3cc12)c5c9c8c76,0.308,
hc_c38h20_0pent_1511,c1ccc2c(c1)ccc1c2ccc2ccc3cc4c5cccc6ccc7ccc8ccc(c3c21)c4c8c7c65,0.428,
hc_c38h20_0pent_1512,c1ccc2cc3c(ccc4ccc5cc6c7cccc8ccc9ccc%10ccc(c5c43)c6c%10c9c87)cc2c1,0.602,
hc_c38h20_0pent_1513,c1ccc2c(c1)ccc1ccc3ccc4cc5c6cccc7ccc8ccc9ccc(c4c3c12)c5c9c8c76,0.535,
hc_c38h20_0pent_1514,c1ccc2c(c1)ccc1cc3c4ccccc4c4ccc5c6ccccc6c6cccc7c6c5c4c3c7c12,0.456,
hc_c38h20_0pent_1515,c1ccc2c(c1)ccc1c2cc2c3ccccc3c3ccc4c5ccccc5c5cccc6c1c2c3c4c56,0.278,
hc_c38h20_0pent_1516,c1ccc2c(c1)ccc1c3ccc4c5ccccc5c5cccc6c5c4c3c3c(cc4ccccc4c63)c21,0.655,
hc_c38h20_0pent_1517,c1ccc2c(c1)ccc1c3cc4ccccc4c4c5cccc6c7ccccc7c7ccc(c21)c(c34)c7c65,0.672,
hc_c38h20_0pent_1518,c1ccc2c(c1)ccc1c3cccc4c5c6ccccc6cc6c7ccccc7c7ccc(c21)c(c34)c7c65,0.701,
hc_c38h20_0pent_1519,c1ccc2c(c1)ccc1c3ccc4c5ccccc5c5cc6ccccc6c6c7cccc(c21)c7c3c4c56,0.59,
hc_c38h20_0pent_1520,c1ccc2c(c1)cc1c3ccccc3c3ccc4c5ccccc5c5cc6ccccc6c6c2c1c3c4c56,0.566,
hc_c38h20_0pent_1521,c1ccc2c(c1)ccc1c3ccc4c5ccccc5c5cccc6c7cc8ccccc8c(c21)c7c3c4c56,0.514,
hc_c38h20_0pent_1522,c1ccc2c(c1)ccc1c2c2ccc3c4ccccc4c4cccc5c6cc7ccccc7c1c6c2c3c45,0.629,
hc_c38h20_0pent_1523,c1ccc2c(c1)ccc1c3cccc4c5cc6ccccc6c6c7ccccc7c7ccc(c21)c(c34)c7c56,0.641,
hc_c38h20_0pent_1524,c1ccc2c(c1)ccc1c3ccc4c5ccccc5c5c6ccccc6cc6c7cccc(c21)c7c3c4c65,0.627,
hc_c38h20_0pent_1525,c1ccc2c(c1)cc1c3cc4ccccc4c4c5ccccc5c5ccc6c7ccccc7c2c1c6c5c34,0.659,
hc_c38h20_0pent_1526,c1ccc2c(c1)cc1c3ccccc3c3ccc4c5ccccc5c5c6ccccc6cc6c2c1c3c4c65,0.751,
hc_c38h20_0pent_1527,c1ccc2c(c1)ccc1cc3c4cccc5c6ccccc6c6ccc7c8ccccc8c(c12)c3c7c6c54,0.455,
hc_c38h20_0pent_1528,c1ccc2c(c1)ccc1ccc3c4ccc5c6ccccc6c6cccc7c8cccc(c3c12)c8c4c5c67,0.423,
hc_c38h20_0pent_1529,c1ccc2c(c1)ccc1c2ccc2c3ccc4c5ccccc5c5cccc6c7cccc(c12)c7c3c4c56,0.257,
hc_c38h20_0pent_1530,c1ccc2c(c1)c1ccccc1c1c3ccc4c5ccccc5c5cccc6c7cccc(c21)c7c3c4c56,0.625,
hc_c38h20_0pent_1531,c1ccc2c(c1)ccc1c2c2cccc3c4cccc5c6ccccc6c6c7ccccc7c1c(c32)c6c54,1.058,
hc_c38h20_0pent_1532,c1ccc2c(c1)ccc1c3ccc4c5c6ccccc6ccc5c5cccc6c7cccc(c21)c7c3c4c56,0.558,
hc_c38h20_0pent_1533,c1ccc2c(c1)ccc1c3ccc4c5ccc6ccccc6c5c5cccc6c7cccc(c21)c7c3c4c65,0.573,
hc_c38h20_0pent_1534,c1ccc2c(c1)ccc1c3cccc4c5cccc6c7ccc8ccccc8c7c7ccc(c21)c(c34)c7c65,0.57,
hc_c38h20_0pent_1535,c1ccc2c(c1)ccc1ccc3c4cccc5c6cccc7c8ccccc8c8ccc(c3c12)c(c45)c8c76,0.405,
hc_c38h20_0pent_1536,c1ccc2c(c1)ccc1ccc3cc4c5cccc6c7ccccc7c7ccc8ccc(c3c12)c4c8c7c65,0.442,
hc_c38h20_0pent_1537,c1ccc2c(c1)ccc1c2ccc2cc3c4cccc5c6ccccc6c6ccc7ccc(c21)c3c7c6c54,0.305,
hc_c38h20_0pent_1538,c1ccc2c(c1)ccc1cc3c4c(ccc5ccc6c7ccccc7c7cc8ccccc8c3c7c6c54)c12,0.608,
hc_c38h20_0pent_1539,c1ccc2c(c1)ccc1c2cc2c3c1ccc1ccc4c5ccccc5c5cc6ccccc6c2c5c4c13,0.387,
hc_c38h20_0pent_1540,c1ccc2c(c1)ccc1c2cc2c3cc4ccccc4c4c5ccccc5c5ccc6ccc1c2c6c5c34,0.383,
hc_c38h20_0pent_1541,c1ccc2c(c1)ccc1c2cc2c3cccc4c5c6ccccc6ccc5c5ccc6ccc1c2c6c5c34,0.34,
hc_c38h20_0pent_1542,c1ccc2c(c1)ccc1c2cc2c3cccc4c5ccc6ccccc6c5c5ccc6ccc1c2c6c5c43,0.338,
hc_c38h20_0pent_1543,c1ccc2c(c1)ccc1c2cc2c3cccc4c5ccccc5c5ccc6c7ccccc7c1c2c6c5c43,0.299,
hc_c38h20_0pent_1544,c1ccc2c(c1)c1ccccc1c1c2cc2c3cccc4c5ccccc5c5ccc6ccc1c2c6c5c43,0.258,
hc_c38h20_0pent_1545,c1ccc2c(c1)ccc1c2ccc2c1cc1c3cccc4c5ccccc5c5ccc6ccc2c1c6c5c43,0.071,
hc_c38h20_0pent_1546,c1ccc2c(c1)ccc1ccc3c(cc4c5cccc6c7ccccc7c7ccc8ccc3c4c8c7c65)c12,0.281,
hc_c38h20_0pent_1547,c1ccc2c(c1)cc1c3c2ccc2ccc4c5ccccc5c5cc6ccc7ccccc7c6c1c5c4c23,0.546,
hc_c38h20_0pent_1548,c1ccc2c(c1)ccc1c2cc2c3ccccc3c3ccc4ccc5c6ccccc6cc6c5c4c3c2c16,0.37,
hc_c38h20_0pent_1549,c1ccc2c(c1)cc1c3c2ccc2ccc4c5ccc6ccccc6c5c5cc6ccccc6c1c5c4c23,0.762,
hc_c38h20_0pent_1550,c1ccc2c(c1)cc1c3cc4ccccc4c4c5c6ccccc6ccc5c5ccc6ccc2c1c6c5c34,0.584,
hc_c38h20_0pent_1551,c1ccc2c(c1)cc1c3cc4ccccc4c4c5ccc6ccccc6c5c5ccc6ccc2c1c6c5c34,0.68,
hc_c38h20_0pent_1552,c1ccc2c(c1)ccc1cc3c4cc5ccccc5c5c6ccccc6c6ccc7ccc(c12)c3c7c6c45,0.622,
hc_c38h20_0pent_1553,c1ccc2c(c1)cc1c3cc4ccc5ccccc5c4c4c5ccccc5c5ccc6ccc2c1c6c5c34,0.522,
hc_c38h20_0pent_1554,c1ccc2c(c1)cc1c3cccc4c5c(ccc6ccc7ccccc7c65)c5ccc6ccc2c1c6c5c34,0.51,
hc_c38h20_0pent_1555,c1ccc2c(c1)ccc1c2ccc2c3ccc4ccc5c6ccccc6cc6c7cccc(c12)c7c3c4c56,0.344,
hc_c38h20_0pent_1556,c1ccc2c(c1)cc1c3cccc4c5c6ccccc6c6ccccc6c5c5ccc6ccc2c1c6c5c34,0.527,
hc_c38h20_0pent_1557,c1ccc2c(c1)cc1c3cccc4c5c6ccccc6ccc5c5c6ccccc6c6ccc2c1c6c5c34,0.693,
hc_c38h20_0pent_1558,c1ccc2c(c1)ccc1cc3c4cccc5c6c7ccccc7ccc6c6ccc7ccc(c12)c3c7c6c45,0.579,
hc_c38h20_0pent_1559,c1ccc2c(c1)ccc1cc3c4cccc5c6ccc7ccccc7c6c6ccc7ccc(c12)c3c7c6c54,0.578,
hc_c38h20_0pent_1560,c1ccc2c(c1)cc1c3c2ccc2ccc4c5c6ccccc6ccc5c5cc6ccccc6c1c5c4c23,0.782,
hc_c38h20_0pent_1561,c1ccc2c(c1)ccc1c2ccc2c3cccc4c5cc6ccccc6c6ccc7ccc(c12)c(c34)c7c65,0.341,
hc_c38h20_0pent_1562,c1ccc2c(c1)cc1c3cccc4c5ccc6ccc7ccccc7c6c5c5ccc6ccc2c1c6c5c43,0.494,
hc_c38h20_0pent_1563,c1ccc2c(c1)ccc1ccc3c4ccc5ccc6cc7ccccc7c7c8cccc(c3c12)c8c4c5c67,0.911,
hc_c38h20_0pent_1564,c1ccc2c(c1)cc1ccc3ccc4c5c6ccccc6c6ccccc6c5c5cccc6c2c1c3c4c56,1.264,
