molecule,smiles,Erel_eV,
hc_c40h22_0pent_2636,c1ccc2c(c1)ccc1cc3ccc4cc5cc6c7ccccc7c7ccccc7c6cc5c5ccc(c12)c3c45,0.444,
hc_c40h22_0pent_2637,c1ccc2c(c1)cc1ccc3cc4cc5c6ccccc6c6ccccc6c5cc4c4c5ccccc5c2c1c34,0.846,
hc_c40h22_0pent_2638,c1ccc2c(c1)cc1ccc3cc4cc5c(ccc6ccc7ccc8ccccc8c7c65)cc4c4ccc2c1c34,0.67,
hc_c40h22_0pent_2639,c1ccc2cc3c(cc2c1)cc1c2c(ccc4ccc5ccccc5c42)c2cc4ccccc4c4ccc3c1c42,0.72,
hc_c40h22_0pent_264,c1ccc2c(c1)ccc1c2ccc2c1ccc1ccc3c(c4cccc5ccc6cc7ccccc7c3c6c54)c12,0.927,
hc_c40h22_0pent_2640,c1ccc2cc3c(cc2c1)cc1c2c4ccc5ccccc5c4ccc2c2cc4ccccc4c4ccc3c1c42,0.558,
hc_c40h22_0pent_2641,c1ccc2cc3c(cc2c1)cc1c2c3ccc3c4ccccc4cc(c32)c2c3ccccc3c3ccccc3c12,0.754,
hc_c40h22_0pent_2642,c1ccc2cc3c(cc2c1)cc1c2ccc4c5ccccc5ccc4c2c2cc4ccccc4c4ccc3c1c42,0.56,
hc_c40h22_0pent_2643,c1ccc2cc3c(cc2c1)cc1c2ccc4ccc5ccccc5c4c2c2cc4ccccc4c4ccc3c1c42,0.723,
hc_c40h22_0pent_2644,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4c(ccc5ccc6ccccc6c54)c4ccc3c1c24,0.509,
hc_c40h22_0pent_2645,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4c5ccccc5c5ccccc5c4c4ccc3c1c24,0.504,
hc_c40h22_0pent_2646,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4c5ccccc5ccc4c4c5ccccc5c3c1c24,0.973,
hc_c40h22_0pent_2647,c1ccc2c(c1)ccc1cc3cc4c5ccccc5c5cc6c7ccccc7ccc6c6ccc(c3cc12)c4c65,0.177,
hc_c40h22_0pent_2648,c1ccc2cc3c(cc2c1)cc1c2c4ccccc4ccc2c2cc4c5ccccc5ccc4c4ccc3c1c42,0.577,
hc_c40h22_0pent_2649,c1ccc2cc3c(cc2c1)cc1c2ccc4ccccc4c2c2cc4c5ccccc5ccc4c4ccc3c1c42,0.559,
hc_c40h22_0pent_2650,c1ccc2cc3c(cc2c1)cc1c2c4ccccc4ccc2c2cc4ccc5ccccc5c4c4ccc3c1c24,0.799,
hc_c40h22_0pent_2651,c1ccc2cc3c(cc2c1)cc1c2ccc4ccccc4c2c2cc4ccc5ccccc5c4c4ccc3c1c42,0.877,
hc_c40h22_0pent_2652,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4ccc5ccc6ccccc6c5c4c4ccc3c1c24,0.677,
hc_c40h22_0pent_2653,c1ccc2cc3c(cc2c1)cc1c2c4ccccc4ccc2c2cc4ccccc4c4c5ccccc5c3c1c24,1.285,
hc_c40h22_0pent_2654,c1ccc2cc3c(cc2c1)cc1c2ccc4ccccc4c2c2cc4ccccc4c4c5ccccc5c3c1c24,1.274,
hc_c40h22_0pent_2655,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4ccc5ccccc5c4c4c5ccccc5c3c1c24,1.168,
hc_c40h22_0pent_2656,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4ccccc4c4c5c6ccccc6ccc5c3c1c24,1.1,
hc_c40h22_0pent_2657,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4ccccc4c4c5ccc6ccccc6c5c3c1c24,1.103,
hc_c40h22_0pent_2658,c1ccc2c(c1)cc1c3ccccc3c3cc4cc5ccc6ccc7ccccc7c6c5cc4c4ccc2c1c43,0.45,
hc_c40h22_0pent_2659,c1ccc2c(c1)ccc1cc3cc4c5c6ccccc6ccc5c5cc6ccccc6c6ccc(c3cc12)c4c65,0.47,
hc_c40h22_0pent_266,c1ccc2c(c1)ccc1c3ccc4ccc5c6cccc7ccc8cccc(c8c76)c5c4c3c3ccccc3c21,0.919,
hc_c40h22_0pent_2660,c1ccc2c(c1)ccc1cc3cc4c5ccc6ccccc6c5c5cc6ccccc6c6ccc(c3cc12)c4c65,0.477,
hc_c40h22_0pent_2661,c1ccc2c(c1)ccc1cc3cc4c5ccccc5c5cc6ccc7ccccc7c6c6ccc(c3cc12)c4c56,0.409,
hc_c40h22_0pent_2662,c1ccc2c(c1)ccc1cc3cc4c5ccccc5c5cc6ccccc6c6c7ccccc7c(c3cc12)c4c56,0.861,
hc_c40h22_0pent_2663,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2c4ccccc4ccc2c2cc4ccccc4c4ccc3c1c42,0.462,
hc_c40h22_0pent_2664,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2ccc4ccccc4c2c2cc4ccccc4c4ccc3c1c42,0.466,
hc_c40h22_0pent_2665,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2ccccc2c2cc4c5ccccc5ccc4c4ccc3c1c42,0.167,
hc_c40h22_0pent_2666,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2ccccc2c2cc4ccc5ccccc5c4c4ccc3c1c24,0.397,
hc_c40h22_0pent_2667,c1ccc2c(c1)ccc1cc3c(cc12)cc1c2ccccc2c2cc4ccccc4c4c5ccccc5c3c1c24,0.87,
hc_c40h22_0pent_2668,c1ccc2c(c1)cc1c3ccccc3c3cc4cc5c6ccccc6c6ccccc6c5cc4c4ccc2c1c43,0.153,
hc_c40h22_0pent_2669,c1ccc2c(c1)cc1c3ccccc3c3cc4cc5c(ccc6ccc7ccccc7c65)cc4c4ccc2c1c43,0.45,
hc_c40h22_0pent_267,c1ccc2cc3c(ccc4c3c3ccccc3c3ccc5c6cccc7ccc8cccc(c8c76)c5c34)cc2c1,0.887,
hc_c40h22_0pent_2670,c1ccc2cc3c(cc2c1)cc1ccc2cc4c(ccc5ccc6ccc7ccccc7c6c54)c4ccc3c1c24,0.758,
hc_c40h22_0pent_2671,c1ccc2cc3c(cc2c1)cc1ccc2cc4c(ccc5ccc6cc7ccccc7cc6c54)c4ccc3c1c24,0.759,
hc_c40h22_0pent_2672,c1ccc2cc3c(cc2c1)cc1ccc2cc4c(ccc5ccc6c7ccccc7ccc6c54)c4ccc3c1c24,0.614,
hc_c40h22_0pent_2673,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5cc6c(ccc7ccccc76)cc5ccc4c4ccc3c1c24,0.419,
hc_c40h22_0pent_2674,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5cc6ccc7ccccc7c6cc5ccc4c4ccc3c1c24,0.412,
hc_c40h22_0pent_2675,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5cc6ccccc6cc5c5ccccc5c4c4ccc3c1c24,0.711,
hc_c40h22_0pent_2676,c1ccc2cc3c(ccc4c3cc3ccc5cc6cc7ccccc7cc6c6c7ccccc7c4c3c56)cc2c1,1.169,
hc_c40h22_0pent_2677,c1ccc2cc3c(ccc4c3cc3ccc5cc6cc7ccc8ccccc8c7cc6c6ccc4c3c56)cc2c1,0.404,
hc_c40h22_0pent_2678,c1ccc2cc3c(ccc4c3cc3ccc5cc6cc7c(ccc8ccccc87)cc6c6ccc4c3c56)cc2c1,0.394,
hc_c40h22_0pent_2679,c1ccc2cc3c(ccc4c3cc3c5ccccc5c5cc6cc7ccccc7cc6c6ccc4c3c65)cc2c1,0.455,
hc_c40h22_0pent_268,c1ccc2cc3c(ccc4c3ccc3c5ccccc5c5c6cccc7ccc8cccc(c8c76)c5c43)cc2c1,0.976,
hc_c40h22_0pent_2680,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5ccc6ccccc6c5c5ccccc5c4c4ccc3c1c24,0.813,
hc_c40h22_0pent_2681,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5ccc6ccccc6c5ccc4c4c5ccccc5c3c1c24,1.021,
hc_c40h22_0pent_2682,c1ccc2c(c1)ccc1cc3cc4ccc5cc6c7ccc8ccccc8c7ccc6c6ccc(c3cc12)c4c56,0.251,
hc_c40h22_0pent_2683,c1ccc2c(c1)ccc1cc3c(cc4ccc5cc6c7ccc8ccccc8c7ccc6c6ccc3c4c56)cc12,0.248,
hc_c40h22_0pent_2684,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4c5ccc6ccccc6c5ccc4c4ccc3c1c42,0.299,
hc_c40h22_0pent_2685,c1ccc2cc3c(cc2c1)cc1ccc2cc4c(ccc5c6ccccc6c6ccccc6c54)c4ccc3c1c24,0.604,
hc_c40h22_0pent_2686,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5ccc6c7ccccc7ccc6c5ccc4c4ccc3c1c24,0.372,
hc_c40h22_0pent_2687,c1ccc2cc3c(ccc4c3ccc3c4cc4ccc5cc6cc7ccccc7cc6c6ccc3c4c56)cc2c1,0.548,
hc_c40h22_0pent_2688,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5ccc6ccc7ccccc7c6c5ccc4c4ccc3c1c24,0.62,
hc_c40h22_0pent_2689,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5c6ccccc6ccc5c5ccccc5c4c4ccc3c1c24,0.89,
hc_c40h22_0pent_269,c1ccc2cc3c(ccc4c3ccc3ccc5c(c6cccc7ccc8cc9ccccc9c5c8c76)c34)cc2c1,1.097,
hc_c40h22_0pent_2690,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5ccccc5c5c6ccccc6ccc5c4c4ccc3c1c24,0.893,
hc_c40h22_0pent_2691,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5ccccc5c5ccc6ccccc6c5c4c4ccc3c1c24,0.781,
hc_c40h22_0pent_2692,c1ccc2cc3c(cc2c1)cc1ccc2cc4c(ccc5ccc6ccccc6c54)c4c5ccccc5c3c1c24,1.384,
hc_c40h22_0pent_2693,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5ccccc5c5ccccc5c4c4c5ccccc5c3c1c24,1.166,
hc_c40h22_0pent_2694,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5ccccc5ccc4c4c5c6ccccc6ccc5c3c1c24,1.127,
hc_c40h22_0pent_2695,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5ccccc5ccc4c4c5ccc6ccccc6c5c3c1c24,1.131,
hc_c40h22_0pent_2696,c1ccc2c(c1)ccc1c2cc2ccc3cc4cc5ccc6ccc7ccccc7c6c5cc4c4ccc1c2c34,0.502,
hc_c40h22_0pent_2697,c1ccc2c(c1)ccc1cc3cc4ccc5cc6c(ccc7ccc8ccccc8c76)c6ccc(c3cc12)c4c56,0.489,
hc_c40h22_0pent_2698,c1ccc2c(c1)ccc1cc3cc4ccc5cc6c7ccccc7c7ccccc7c6c6ccc(c3cc12)c4c56,0.475,
hc_c40h22_0pent_2699,c1ccc2c(c1)ccc1cc3cc4ccc5cc6c7ccccc7ccc6c6c7ccccc7c(c3cc12)c4c56,0.869,
hc_c40h22_0pent_27,c1ccc2c(c1)ccc1cc3c4c5ccccc5c5ccccc5c4c4cccc5c6ccccc6c(c12)c3c54,0.894,
hc_c40h22_0pent_270,c1ccc2cc3c(ccc4c3ccc3ccc5c6cc7ccccc7c7ccc8cccc(c8c76)c5c34)cc2c1,0.693,
hc_c40h22_0pent_2700,c1ccc2c(c1)ccc1cc3c(cc4ccc5cc6c(ccc7ccc8ccccc8c76)c6ccc3c4c56)cc12,0.484,
hc_c40h22_0pent_2701,c1ccc2c(c1)ccc1cc3c(cc4ccc5cc6c7ccccc7c7ccccc7c6c6ccc3c4c56)cc12,0.465,
hc_c40h22_0pent_2702,c1ccc2c(c1)ccc1cc3c(cc4ccc5cc6c7ccccc7ccc6c6c7ccccc7c3c4c56)cc12,0.876,
hc_c40h22_0pent_2703,c1ccc2c(c1)ccc1c2cc2ccc3cc4cc5c6ccccc6c6ccccc6c5cc4c4ccc1c2c34,0.201,
hc_c40h22_0pent_2704,c1ccc2c(c1)ccc1c2cc2ccc3cc4cc5c(ccc6ccc7ccccc7c65)cc4c4ccc1c2c34,0.504,
hc_c40h22_0pent_2705,c1ccc2cc3c(cc2c1)cc1ccc2cc4cc5ccccc5cc4c4c5c6ccccc6ccc5c3c1c24,1.326,
hc_c40h22_0pent_2706,c1ccc2cc3c(cc2c1)cc1ccc2cc4cc5ccc6ccc7ccccc7c6c5cc4c4ccc3c1c24,0.692,
hc_c40h22_0pent_2707,c1ccc2cc3c(ccc4cc5cc6ccc7cc8cc9ccccc9cc8c8ccc(c5cc43)c6c78)cc2c1,0.555,
hc_c40h22_0pent_2708,c1ccc2cc3c(cc2c1)cc1ccc2cc4cc5ccc6c7ccccc7ccc6c5cc4c4ccc3c1c24,0.477,
hc_c40h22_0pent_2709,c1ccc2c(c1)ccc1cc3cc4ccc5cc6cc7ccc8ccccc8c7cc6c6ccc(c3cc12)c4c56,0.325,
hc_c40h22_0pent_271,c1ccc2cc3c(ccc4c3ccc3ccc5c6cccc7c8ccccc8c8cccc(c5c34)c8c76)cc2c1,0.565,
hc_c40h22_0pent_2710,c1ccc2cc3c(cc2c1)cc1ccc2cc4cc5ccc6ccccc6c5cc4c4c5ccccc5c3c1c24,1.092,
hc_c40h22_0pent_2711,c1ccc2c(c1)ccc1cc3c(cc4ccc5cc6cc7c(ccc8ccccc87)cc6c6ccc3c4c56)cc12,0.306,
hc_c40h22_0pent_2712,c1ccc2c(c1)ccc1cc3c(cc4ccc5cc6cc7ccc8ccccc8c7cc6c6ccc3c4c56)cc12,0.316,
hc_c40h22_0pent_2713,c1ccc2cc3c(cc2c1)cc1ccc2cc4cc5c(ccc6ccccc65)cc4c4c5ccccc5c3c1c24,1.097,
hc_c40h22_0pent_2714,c1ccc2cc3c(cc2c1)cc1ccc2cc4cc5c6ccccc6c6ccccc6c5cc4c4ccc3c1c24,0.401,
hc_c40h22_0pent_2715,c1ccc2cc3c(cc2c1)cc1ccc2cc4cc5c(ccc6c7ccccc7ccc56)cc4c4ccc3c1c24,0.467,
hc_c40h22_0pent_2716,c1ccc2cc3c(ccc4cc5c(cc6ccc7cc8cc9ccccc9cc8c8ccc5c6c78)cc43)cc2c1,0.556,
hc_c40h22_0pent_2717,c1ccc2cc3c(cc2c1)cc1ccc2cc4cc5c(ccc6ccc7ccccc7c65)cc4c4ccc3c1c24,0.695,
hc_c40h22_0pent_2718,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4cc5ccccc5cc4c4c5ccccc5c3c1c24,1.188,
hc_c40h22_0pent_2719,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4cc5ccc6ccccc6c5cc4c4ccc3c1c42,0.368,
hc_c40h22_0pent_272,c1ccc2cc3c(ccc4c3ccc3ccc5c6cccc7ccc8c9ccccc9cc(c8c76)c5c34)cc2c1,0.667,
hc_c40h22_0pent_2720,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4cc5c(ccc6ccccc65)cc4c4ccc3c1c42,0.357,
hc_c40h22_0pent_2721,c1ccc2cc3c(cc2c1)cc1c2ccc4ccccc4c2c2cc4cc5ccccc5cc4c4ccc3c1c42,0.757,
hc_c40h22_0pent_2722,c1ccc2cc3c(cc2c1)cc1c2cc4ccccc4cc2c2cc4cc5ccccc5cc4c4ccc3c1c42,0.575,
hc_c40h22_0pent_2723,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccc5c(ccc6ccc7ccccc7c65)c4c4ccc3c1c24,0.955,
hc_c40h22_0pent_2724,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccc5c6ccc7ccccc7c6ccc5c4c4ccc3c1c24,0.613,
hc_c40h22_0pent_2725,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccc5c6ccccc6c6ccccc6c5c4c4ccc3c1c24,0.753,
hc_c40h22_0pent_2726,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccc5c6ccccc6ccc5c4c4c5ccccc5c3c1c24,1.223,
hc_c40h22_0pent_2727,c1ccc2c(c1)ccc1cc3cc4ccc5cc6ccc7c8ccccc8ccc7c6c6ccc(c3cc12)c4c56,0.499,
hc_c40h22_0pent_2728,c1ccc2c(c1)ccc1cc3c(cc4ccc5cc6ccc7c8ccccc8ccc7c6c6ccc3c4c56)cc12,0.492,
hc_c40h22_0pent_2729,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4ccc5c6ccccc6ccc5c4c4ccc3c1c24,0.538,
hc_c40h22_0pent_2730,c1ccc2cc3c(ccc4cc5ccc6cc7cc8ccccc8cc7c7c8ccccc8c(c43)c5c67)cc2c1,1.366,
hc_c40h22_0pent_2731,c1ccc2cc3c(ccc4cc5ccc6cc7cc8ccc9ccccc9c8cc7c7ccc(c43)c5c67)cc2c1,0.626,
hc_c40h22_0pent_2732,c1ccc2cc3c(ccc4cc5ccc6cc7cc8c(ccc9ccccc98)cc7c7ccc(c43)c5c67)cc2c1,0.622,
hc_c40h22_0pent_2733,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cc4ccc5cc6ccccc6cc5c4c4ccc3c1c24,0.68,
hc_c40h22_0pent_2734,c1ccc2cc3c(cc2c1)cc1ccc2cc4c5ccccc5c5cc6ccccc6cc5c4c4ccc3c1c24,0.698,
hc_c40h22_0pent_2735,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccc5cc6c(ccc7ccccc76)cc5c4c4ccc3c1c24,0.636,
hc_c40h22_0pent_2736,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccc5cc6ccc7ccccc7c6cc5c4c4ccc3c1c24,0.627,
hc_c40h22_0pent_2737,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccc5ccc6c7ccccc7ccc6c5c4c4ccc3c1c24,0.754,
hc_c40h22_0pent_2738,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccc5ccc6cc7ccccc7cc6c5c4c4ccc3c1c24,0.922,
hc_c40h22_0pent_2739,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccc5ccc6ccc7ccccc7c6c5c4c4ccc3c1c24,0.849,
hc_c40h22_0pent_274,c1ccc2cc3c(cc2c1)c1ccccc1c1c3ccc2ccc3c4cccc5ccc6cccc(c6c54)c3c21,0.616,
hc_c40h22_0pent_2740,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c2c1c3c1ccc2ccc3ccc5ccccc5c3c2c41,1.224,
hc_c40h22_0pent_2741,c1ccc2cc3c(ccc4ccc5c(c6cccc7ccc8cc9cc%10ccccc%10cc9c5c8c76)c43)cc2c1,1.286,
hc_c40h22_0pent_2742,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c2c1c3c1ccc2ccc3c5ccccc5ccc3c2c41,1.142,
hc_c40h22_0pent_2743,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c2c1c3c1c2ccccc2c2ccc3ccccc3c2c41,1.372,
hc_c40h22_0pent_2744,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c2c1c3c1c2ccccc2c2c3ccccc3ccc2c41,1.645,
hc_c40h22_0pent_2745,c1ccc2c(c1)ccc1cc3cc4ccc5cccc6c7c8ccc9ccccc9c8ccc7c(c3cc12)c4c56,0.754,
hc_c40h22_0pent_2746,c1ccc2c(c1)ccc1cc3c(cc4ccc5cccc6c7c8ccc9ccccc9c8ccc7c3c4c56)cc12,0.729,
hc_c40h22_0pent_2747,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cccc4c5c6ccc7ccccc7c6ccc5c3c1c24,0.793,
hc_c40h22_0pent_2748,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccccc4c4c5c6ccc7ccccc7c6ccc5c3c1c24,1.142,
hc_c40h22_0pent_2749,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c2c1c3c1ccc2c3ccccc3c3ccccc3c2c41,1.088,
hc_c40h22_0pent_275,c1ccc2c(c1)ccc1cc3c(ccc4c3ccc3ccc5c6cccc7ccc8cccc(c8c76)c5c34)cc12,0.489,
hc_c40h22_0pent_2750,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5c6ccc7c8ccccc8ccc7c6ccc5c3c1c24,0.909,
hc_c40h22_0pent_2751,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5c6ccc7ccc8ccccc8c7c6ccc5c3c1c24,1.293,
hc_c40h22_0pent_2752,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c2c1c3c1c2c3ccccc3ccc2c2ccccc2c41,1.227,
hc_c40h22_0pent_2753,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5ccc6c(ccc7ccc8ccccc8c76)c5c3c1c24,1.095,
hc_c40h22_0pent_2754,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5ccc6c7ccc8ccccc8c7ccc6c5c3c1c24,0.761,
hc_c40h22_0pent_2755,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5ccc6c7ccccc7c7ccccc7c6c5c3c1c24,0.805,
hc_c40h22_0pent_2756,c1ccc2c(c1)ccc1cc3cc4ccc5cccc6c7ccc8c9ccccc9ccc8c7c(c3cc12)c4c56,0.562,
hc_c40h22_0pent_2757,c1ccc2c(c1)ccc1cc3c(cc4ccc5cccc6c7ccc8c9ccccc9ccc8c7c3c4c56)cc12,0.613,
hc_c40h22_0pent_2758,c1ccc2cc3c(cc2c1)cc1c2ccccc2c2cccc4c5ccc6c7ccccc7ccc6c5c3c1c24,0.662,
hc_c40h22_0pent_2759,c1ccc2cc3c(cc2c1)cc1ccc2cc4ccccc4c4c5ccc6c7ccccc7ccc6c5c3c1c24,1.128,
hc_c40h22_0pent_276,c1ccc2cc3cc4c(ccc5c4ccc4ccc6c7cccc8ccc9cccc(c9c87)c6c45)cc3cc2c1,0.892,
hc_c40h22_0pent_2760,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c2c1c3c1c2ccc3ccccc3c2c2ccccc2c41,1.344,
hc_c40h22_0pent_2761,c1ccc2cc3c(ccc4c5cccc6ccc7cc8cc9ccc%10ccccc%10c9cc8c(c34)c7c65)cc2c1,0.754,
hc_c40h22_0pent_2762,c1ccc2cc3c(ccc4c5cccc6ccc7cc8cc9c(ccc%10ccccc%109)cc8c(c34)c7c65)cc2c1,0.807,
hc_c40h22_0pent_2763,c1ccc2cc3c(ccc4c5cccc6c7ccccc7c7cc8cc9ccccc9cc8c(c34)c7c65)cc2c1,0.866,
hc_c40h22_0pent_2764,c1ccc2cc3c(ccc4c5cc6ccccc6c6ccc7cc8cc9ccccc9cc8c(c34)c7c65)cc2c1,1.116,
hc_c40h22_0pent_2765,c1ccc2cc3c(ccc4c5c6ccccc6cc6ccc7cc8cc9ccccc9cc8c(c34)c7c65)cc2c1,1.302,
hc_c40h22_0pent_2766,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c2c1c3c1c2cc3ccccc3cc2c2ccccc2c41,1.265,
hc_c40h22_0pent_2767,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5ccc6cc7c(ccc8ccccc87)cc6c5c3c1c24,0.821,
hc_c40h22_0pent_2768,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5ccc6cc7ccc8ccccc8c7cc6c5c3c1c24,0.771,
hc_c40h22_0pent_2769,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5ccc6ccc7c8ccccc8ccc7c6c5c3c1c24,0.824,
hc_c40h22_0pent_277,c1ccc2c(c1)ccc1cc3ccc4c(ccc5ccc6c7cccc8ccc9cccc(c9c87)c6c54)c3cc12,0.499,
hc_c40h22_0pent_2770,c1ccc2cc3c(ccc4ccc5c6cccc7ccc8cc9cc%10ccccc%10cc9c(c8c76)c5c43)cc2c1,0.963,
hc_c40h22_0pent_2771,c1ccc2cc3c(cc2c1)cc1ccc2cccc4c5ccc6ccc7ccc8ccccc8c7c6c5c3c1c24,0.871,
hc_c40h22_0pent_2772,c1ccc2c(c1)ccc1ccc3c4ccccc4c4cc5ccc6cccc7c8ccccc8c(c5c67)c4c3c12,0.575,
hc_c40h22_0pent_2773,c1ccc2c(c1)ccc1c3ccccc3c3cc4ccc5cccc6c7ccc8ccccc8c7c(c4c56)c3c21,0.639,
hc_c40h22_0pent_2774,c1ccc2c(c1)ccc1ccc3c4cccc5ccc6cc7c8ccccc8c8ccccc8c7c(c6c54)c3c12,0.579,
hc_c40h22_0pent_2775,c1ccc2c(c1)ccc1ccc3ccc4c(cc5ccc6cccc7c8ccc9ccccc9c8c4c5c67)c3c12,1.015,
hc_c40h22_0pent_2776,c1ccc2c(c1)ccc1ccc3c(cc4ccc5cccc6c7ccc8ccc9ccccc9c8c7c3c4c56)c12,0.91,
hc_c40h22_0pent_2777,c1ccc2c(c1)ccc1ccc3ccc4ccc5c(cc6ccc7cccc8c9ccccc9c5c6c78)c4c3c12,0.866,
hc_c40h22_0pent_2778,c1ccc2c(c1)ccc1c2cc2ccc3cccc4c3c2c1c1ccc2ccc3ccc5ccccc5c3c2c41,0.949,
hc_c40h22_0pent_2779,c1ccc2c(c1)ccc1c2cc2ccc3cccc4c3c2c1c1c2ccccc2c2ccc3ccccc3c2c41,1.1,
hc_c40h22_0pent_2780,c1ccc2c(c1)ccc1ccc3c(c4cccc5ccc6cc7c8ccccc8c8ccccc8c7c3c6c54)c12,0.946,
hc_c40h22_0pent_2782,c1ccc2c(c1)ccc1c2cc2ccc3cccc4c3c2c1c1c2c3ccccc3ccc2c2ccccc2c41,0.971,
hc_c40h22_0pent_2784,c1ccc2c(c1)ccc1ccc3c(cc4ccc5cccc6c5c4c3c3ccc4ccc5ccccc5c4c63)c12,1.265,
hc_c40h22_0pent_2785,c1ccc2c(c1)ccc1ccc3c(cc4ccc5cccc6c5c4c3c3c4ccccc4c4ccccc4c63)c12,1.25,
hc_c40h22_0pent_2786,c1ccc2c(c1)ccc1c3ccccc3c3c(cc4ccc5cccc6c7c8ccccc8ccc7c3c4c56)c21,1.071,
hc_c40h22_0pent_2787,c1ccc2c(c1)ccc1c2c2cccc3ccc4cc5c(ccc6ccc7ccc8ccccc8c7c65)c1c4c32,1.174,
hc_c40h22_0pent_2788,c1ccc2c(c1)ccc1c2cc2ccc3cccc4c5ccc6ccc7ccc8ccccc8c7c6c5c1c2c34,0.601,
hc_c40h22_0pent_2789,c1ccc2c(c1)ccc1ccc3ccc4c5ccccc5c5cc6ccc7cccc8ccc(c6c78)c5c4c3c12,0.584,
hc_c40h22_0pent_279,c1ccc2c(c1)ccc1c3ccccc3c3c(ccc4ccc5c6cccc7ccc8cccc(c8c76)c5c43)c21,0.85,
hc_c40h22_0pent_2791,c1ccc2c(c1)ccc1c3cc4ccc5cccc6c7ccccc7c(c3c3ccc7ccccc7c3c21)c4c56,1.043,
hc_c40h22_0pent_2792,c1ccc2c(c1)ccc1c3cc4ccc5cccc6ccc(c4c56)c3c3c4ccccc4c4ccccc4c3c21,0.929,
hc_c40h22_0pent_2793,c1ccc2c(c1)ccc1ccc3c4c(cc5ccc6cccc7ccc4c5c67)c4ccc5ccccc5c4c3c12,0.878,
hc_c40h22_0pent_2794,c1ccc2c(c1)ccc1c2c2ccc3ccccc3c2c2cc3ccc4cccc5c6ccccc6c(c12)c3c45,1.115,
hc_c40h22_0pent_2795,c1ccc2c(c1)ccc1c2c2cc3ccc4cccc5ccc(c3c45)c2c2c3ccccc3c3ccccc3c12,0.928,
hc_c40h22_0pent_2796,c1ccc2c(c1)ccc1c2c2cc3ccc4cccc5ccc(c2c2ccc6ccc7ccccc7c6c12)c3c45,1.141,
hc_c40h22_0pent_2797,c1ccc2c(c1)ccc1c2c2ccc3ccc4ccccc4c3c2c2cc3ccc4cccc5ccc(c12)c3c45,1.065,
